time,data_values
2012-01-23 00:00:00,427.409996
2012-01-24 00:00:00,420.409996
2012-01-25 00:00:00,446.659996
2012-01-26 00:00:00,444.62999
2012-01-27 00:00:00,447.28001
2012-01-30 00:00:00,453.009995
2012-01-31 00:00:00,456.47998
2012-02-01 00:00:00,456.189987
2012-02-02 00:00:00,455.12000300000005
2012-02-03 00:00:00,459.68
2012-02-06 00:00:00,463.969978
2012-02-07 00:00:00,468.830009
2012-02-08 00:00:00,476.680016
2012-02-09 00:00:00,493.170006
2012-02-10 00:00:00,493.419998
2012-02-13 00:00:00,502.600021
2012-02-14 00:00:00,509.459991
2012-02-15 00:00:00,497.669975
2012-02-16 00:00:00,502.209999
2012-02-17 00:00:00,502.12001
2012-02-21 00:00:00,514.850021
2012-02-22 00:00:00,513.039993
2012-02-23 00:00:00,516.3899769999999
2012-02-24 00:00:00,522.4099809999999
2012-02-27 00:00:00,525.760017
2012-02-28 00:00:00,535.410011
2012-02-29 00:00:00,542.440025
2012-03-01 00:00:00,544.4699780000001
2012-03-02 00:00:00,545.180008
2012-03-05 00:00:00,533.1600269999999
2012-03-06 00:00:00,530.259987
2012-03-07 00:00:00,530.6900099999999
2012-03-08 00:00:00,541.989975
2012-03-09 00:00:00,545.170021
2012-03-12 00:00:00,551.999977
2012-03-13 00:00:00,568.099998
2012-03-14 00:00:00,589.580009
2012-03-15 00:00:00,585.5599980000001
2012-03-16 00:00:00,585.569984
2012-03-19 00:00:00,601.100006
2012-03-20 00:00:00,605.959984
2012-03-21 00:00:00,602.4999849999999
2012-03-22 00:00:00,599.3400190000001
2012-03-23 00:00:00,596.050011
2012-03-26 00:00:00,606.97998
2012-03-27 00:00:00,614.4800190000001
2012-03-28 00:00:00,617.62001
2012-03-29 00:00:00,609.8599929999999
2012-03-30 00:00:00,599.550011
2012-04-02 00:00:00,618.6300200000001
2012-04-03 00:00:00,629.319984
2012-04-04 00:00:00,624.3099900000001
2012-04-05 00:00:00,633.679977
2012-04-09 00:00:00,636.229996
2012-04-10 00:00:00,628.440018
2012-04-11 00:00:00,626.20002
2012-04-12 00:00:00,622.7699809999999
2012-04-13 00:00:00,605.22998
2012-04-16 00:00:00,580.1300200000001
2012-04-17 00:00:00,609.699989
2012-04-18 00:00:00,608.340012
2012-04-19 00:00:00,587.439987
2012-04-20 00:00:00,572.980003
2012-04-23 00:00:00,571.699974
2012-04-24 00:00:00,560.280006
2012-04-25 00:00:00,610.000023
2012-04-26 00:00:00,607.6999969999999
2012-04-27 00:00:00,603.000023
2012-04-30 00:00:00,583.9799879999999
2012-05-01 00:00:00,582.130013
2012-05-02 00:00:00,585.97998
2012-05-03 00:00:00,581.819992
2012-05-04 00:00:00,565.25
2012-05-07 00:00:00,569.480003
2012-05-08 00:00:00,568.18
2012-05-09 00:00:00,569.180023
2012-05-10 00:00:00,570.519974
2012-05-11 00:00:00,566.710007
2012-05-14 00:00:00,558.2199860000001
2012-05-15 00:00:00,553.169991
2012-05-16 00:00:00,546.0800019999999
2012-05-17 00:00:00,530.12001
2012-05-18 00:00:00,530.37999
2012-05-21 00:00:00,561.279976
2012-05-22 00:00:00,556.970024
2012-05-23 00:00:00,570.559975
2012-05-24 00:00:00,565.320015
2012-05-25 00:00:00,562.289986
2012-05-29 00:00:00,572.269974
2012-05-30 00:00:00,579.1699980000001
2012-05-31 00:00:00,577.7300190000001
2012-06-01 00:00:00,560.989983
2012-06-04 00:00:00,564.289978
2012-06-05 00:00:00,562.830025
2012-06-06 00:00:00,571.460022
2012-06-07 00:00:00,571.720001
2012-06-08 00:00:00,580.319984
2012-06-11 00:00:00,571.169975
2012-06-12 00:00:00,576.159996
2012-06-13 00:00:00,572.160011
2012-06-14 00:00:00,571.529984
2012-06-15 00:00:00,574.12999
2012-06-18 00:00:00,585.779976
2012-06-19 00:00:00,587.4100269999999
2012-06-20 00:00:00,585.739975
2012-06-21 00:00:00,577.669991
2012-06-22 00:00:00,582.099998
2012-06-25 00:00:00,570.77002
2012-06-26 00:00:00,572.0300219999999
2012-06-27 00:00:00,574.4999849999999
2012-06-28 00:00:00,569.04998
2012-06-29 00:00:00,584.0000150000001
2012-07-02 00:00:00,592.519997
2012-07-03 00:00:00,599.4099809999999
2012-07-05 00:00:00,609.9399950000001
2012-07-06 00:00:00,605.879982
2012-07-09 00:00:00,613.889992
2012-07-10 00:00:00,608.210022
2012-07-11 00:00:00,604.430016
2012-07-12 00:00:00,598.900009
2012-07-13 00:00:00,604.970001
2012-07-16 00:00:00,606.910019
2012-07-17 00:00:00,606.93998
2012-07-18 00:00:00,606.260017
2012-07-19 00:00:00,614.320015
2012-07-20 00:00:00,604.300026
2012-07-23 00:00:00,603.8300019999999
2012-07-24 00:00:00,600.919975
2012-07-25 00:00:00,574.970009
2012-07-26 00:00:00,574.8800200000001
2012-07-27 00:00:00,585.159988
2012-07-30 00:00:00,595.0300139999999
2012-07-31 00:00:00,610.759987
2012-08-01 00:00:00,606.8099900000001
2012-08-02 00:00:00,607.789986
2012-08-03 00:00:00,615.70002
2012-08-06 00:00:00,622.5500030000001
2012-08-07 00:00:00,620.910019
2012-08-08 00:00:00,619.860008
2012-08-09 00:00:00,620.7299879999999
2012-08-10 00:00:00,621.6999969999999
2012-08-13 00:00:00,630.0
2012-08-14 00:00:00,631.690025
2012-08-15 00:00:00,630.829979
2012-08-16 00:00:00,636.340012
2012-08-17 00:00:00,648.110001
2012-08-20 00:00:00,665.150017
2012-08-21 00:00:00,656.059982
2012-08-22 00:00:00,668.869995
2012-08-23 00:00:00,662.630013
2012-08-24 00:00:00,663.2199860000001
2012-08-27 00:00:00,675.679977
2012-08-28 00:00:00,674.800011
2012-08-29 00:00:00,673.469994
2012-08-30 00:00:00,663.869987
2012-08-31 00:00:00,665.240005
2012-09-04 00:00:00,674.970001
2012-09-05 00:00:00,670.230026
2012-09-06 00:00:00,676.270004
2012-09-07 00:00:00,680.43998
2012-09-10 00:00:00,662.739975
2012-09-11 00:00:00,660.5900190000001
2012-09-12 00:00:00,669.790016
2012-09-13 00:00:00,682.980011
2012-09-14 00:00:00,691.2800139999999
2012-09-17 00:00:00,699.7800219999999
2012-09-18 00:00:00,701.910004
2012-09-19 00:00:00,702.100021
2012-09-20 00:00:00,698.6999969999999
2012-09-21 00:00:00,700.089989
2012-09-24 00:00:00,690.790016
2012-09-25 00:00:00,673.5400089999999
2012-09-26 00:00:00,665.179977
2012-09-27 00:00:00,681.32
2012-09-28 00:00:00,667.100021
2012-10-01 00:00:00,659.389992
2012-10-02 00:00:00,661.309982
2012-10-03 00:00:00,671.449974
2012-10-04 00:00:00,666.799988
2012-10-05 00:00:00,652.589996
2012-10-08 00:00:00,638.170013
2012-10-09 00:00:00,635.850014
2012-10-10 00:00:00,640.909996
2012-10-11 00:00:00,628.099983
2012-10-12 00:00:00,629.710007
2012-10-15 00:00:00,634.760002
2012-10-16 00:00:00,649.789986
2012-10-17 00:00:00,644.610001
2012-10-18 00:00:00,632.6400070000001
2012-10-19 00:00:00,609.8400190000001
2012-10-22 00:00:00,634.029999
2012-10-23 00:00:00,613.3599929999999
2012-10-24 00:00:00,616.829979
2012-10-25 00:00:00,609.539986
2012-10-26 00:00:00,603.999992
2012-10-31 00:00:00,595.320007
2012-11-01 00:00:00,596.5400089999999
2012-11-02 00:00:00,576.800011
2012-11-05 00:00:00,584.620003
2012-11-06 00:00:00,582.849976
2012-11-07 00:00:00,558.000008
2012-11-08 00:00:00,537.7499849999999
2012-11-09 00:00:00,547.0599980000001
2012-11-12 00:00:00,542.829994
2012-11-13 00:00:00,542.900009
2012-11-14 00:00:00,536.880005
2012-11-15 00:00:00,525.619987
2012-11-16 00:00:00,527.680008
2012-11-19 00:00:00,565.730011
2012-11-20 00:00:00,560.9099809999999
2012-11-21 00:00:00,561.700012
2012-11-23 00:00:00,571.500023
2012-11-26 00:00:00,589.5300219999999
2012-11-27 00:00:00,584.780006
2012-11-28 00:00:00,582.940018
2012-11-29 00:00:00,589.3599780000001
2012-11-30 00:00:00,585.279991
2012-12-03 00:00:00,586.190025
2012-12-04 00:00:00,575.849976
2012-12-05 00:00:00,538.7900089999999
2012-12-06 00:00:00,547.239975
2012-12-07 00:00:00,533.2500150000001
2012-12-10 00:00:00,529.819977
2012-12-11 00:00:00,541.3900150000001
2012-12-12 00:00:00,539.0
2012-12-13 00:00:00,529.689987
2012-12-14 00:00:00,509.78998600000006
2012-12-17 00:00:00,518.829979
2012-12-18 00:00:00,533.900017
2012-12-19 00:00:00,526.3099900000001
2012-12-20 00:00:00,521.7300190000001
2012-12-21 00:00:00,519.330017
2012-12-24 00:00:00,520.169983
2012-12-26 00:00:00,512.999992
2012-12-27 00:00:00,515.060013
2012-12-28 00:00:00,509.589981
2012-12-31 00:00:00,532.169991
2013-01-02 00:00:00,549.029976
2013-01-03 00:00:00,542.099991
